#{"t_start": 1780751807.5164056, "env_id": "roundabout-v0"}
r,l,t
5.708333,7,9905.580664
9.75,11,9905.811305
27.791667,33,9906.425204
27.333333,33,9907.045156
27.833333,33,9907.645159
27.291667,33,9908.276901
27.208333,33,9908.958333
27.083333,33,9909.591386
10.625,13,9909.891386
27.166667,33,9910.541524
26.75,33,9911.173588
2.75,4,9911.259842
27.166667,33,9911.85783
2.625,4,9911.957894
26.541667,33,9914.194078
27.833333,33,9914.874211
27.833333,33,9915.50738
27.125,33,9916.110693
27.333333,33,9916.72386
5.791667,7,9916.873813
27.375,33,9917.507172
9.625,11,9917.745764
27.291667,33,9918.380816
27.833333,33,9919.008387
26.75,33,9919.62356
5.708333,7,9919.773106
27.291667,33,9920.36006
27.875,33,9920.97293
9.708333,11,9921.189935
27.333333,33,9921.816777
27.875,33,9922.423173
27.083333,33,9923.03971
27.125,33,9923.63964
26.916667,33,9924.276585
26.25,33,9924.88946
27.291667,33,9925.50474
27.208333,33,9926.126271
26.583333,33,9926.757761
27.916667,33,9927.359219
27.083333,33,9927.959211
27.208333,33,9928.589566
5.708333,7,9928.739036
27.291667,33,9929.355544
27.291667,33,9929.958808
5.75,7,9930.108975
5.75,7,9930.253527
26.708333,33,9930.875909
27.25,33,9931.475018
27.375,33,9932.089496
26.833333,33,9932.721742
27.25,33,9933.338322
26.708333,33,9933.938248
9.541667,11,9934.171394
26.333333,33,9934.790045
27.375,33,9935.391585
27.791667,33,9935.991491
27.833333,33,9936.608485
26.583333,33,9937.225018
9.208333,11,9937.440988
26.625,33,9938.069897
5.708333,7,9938.204366
5.791667,7,9938.359622
27.458333,33,9939.004853
9.583333,11,9939.254238
5.75,7,9939.404248
9.458333,12,9939.65796
5.625,7,9939.807582
27.083333,33,9940.407434
27.208333,33,9941.007316
5.75,7,9941.172644
9.625,11,9941.420636
27.833333,33,9942.053867
27.333333,33,9942.670531
28.375,33,9943.27313
27.25,33,9943.886951
27.25,33,9944.50354
27.375,33,9945.119761
26.166667,33,9945.753412
27.291667,33,9946.37517
27.208333,33,9946.986544
27.583333,33,9947.594473
26.75,33,9948.252681
5.791667,7,9948.390157
5.75,7,9948.544314
26.625,33,9949.169621
5.333333,7,9949.336264
27.708333,33,9949.952846
27.791667,33,9950.572762
25.708333,33,9951.202645
27.291667,33,9951.802578
5.708333,7,9951.954897
27.208333,33,9952.590958
27.25,33,9954.752329
28.25,33,9955.372148
27.208333,33,9955.988692
27.166667,33,9956.605942
26.625,33,9957.223558
27.833333,33,9957.837085
9.541667,11,9958.05187
5.75,7,9958.185109
27.875,33,9958.801745
9.458333,11,9959.051783
26.666667,33,9961.977139
26.666667,33,9962.587579
26.333333,33,9963.267699
27.208333,33,9963.946733
27.833333,33,9964.554454
28.041667,33,9965.150802
27.291667,33,9965.7674
28.166667,33,9966.369501
28.041667,33,9966.987382
26.625,33,9967.617149
26.125,33,9968.244586
26.75,33,9968.900403
5.75,7,9969.055471
26.166667,33,9969.720497
28.125,33,9970.334333
27.208333,33,9970.916731
27.75,33,9971.542326
26.5,33,9972.169725
27.416667,33,9972.771964
26.291667,33,9973.383102
27.791667,33,9973.999728
27.208333,33,9974.609622
27.291667,33,9975.21628
27.291667,33,9975.816178
27.041667,33,9976.431488
27.208333,33,9977.049286
27.5,33,9977.639322
27.833333,33,9978.26581
26.625,33,9978.899153
5.583333,7,9979.044256
27.75,33,9979.63513
27.875,33,9980.22182
27.208333,33,9980.815492
25.625,33,9981.40057
27.25,33,9982.037187
9.583333,11,9982.251087
26.75,33,9982.865378
27.25,33,9983.465072
9.583333,11,9983.685486
5.625,7,9983.831761
27.666667,33,9984.426965
9.625,11,9984.648255
26.375,33,9985.248181
26.875,33,9985.831611
9.666667,11,9986.064733
27.375,33,9986.667192
26.75,33,9987.281271
28.125,33,9987.866782
26.708333,33,9988.467846
27.833333,33,9989.114363
2.791667,4,9989.19764
28.208333,33,9989.799236
9.625,11,9990.020333
5.625,7,9990.164267
27.125,33,9990.750835
2.75,4,9990.850767
5.791667,7,9991.000774
27.416667,33,9991.614026
27.916667,33,9992.197259
5.75,7,9992.347235
27.208333,33,9992.947159
27.208333,33,9993.547114
27.25,33,9994.180403
9.708333,11,9994.380308
26.666667,33,9994.981554
5.5,7,9995.130215
26.666667,33,9997.346657
5.75,7,9997.515742
27.291667,33,9998.146463
5.75,7,9998.279855
9.625,11,9998.496426
5.75,7,9998.647959
26.791667,33,9999.267811
12.291667,15,9999.58921
5.708333,7,9999.746326
27.166667,33,10000.346272
27.25,33,10000.979502
9.583333,11,10001.181178
27.375,33,10001.779926
27.75,33,10002.395964
27.791667,33,10002.995795
2.75,4,10003.095815
27.083333,33,10003.679218
28.375,33,10004.298262
5.458333,7,10004.445303
9.708333,11,10004.665959
10.625,13,10004.918393
26.75,33,10005.512179
27.166667,33,10006.131205
27.875,33,10006.745402
2.791667,4,10006.828717
5.791667,7,10007.005205
5.708333,7,10007.145272
5.75,7,10007.280683
